id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1494801484181037063,1494801484181037063,2022-02-18 14:30:20 Pacific Standard Time,2022-02-18,14:30:20,-0800,806252618230140929,superdupperdany,pucho,,Kanye y niurka se llevarían chido,es,[],[],[],0,0,0,[],[],https://twitter.com/superdupperdany/status/1494801484181037063,False,,0,,,,,,,,[],,,,
1494801482465497092,1494785445078519809,2022-02-18 14:30:20 Pacific Standard Time,2022-02-18,14:30:20,-0800,1463138953238761480,opium_00piumlab,Rap expert,,@_ColeBennett_ @kanyewest please no,en,[],[],[],0,0,0,[],[],https://twitter.com/opium_00piumLab/status/1494801482465497092,False,,0,,,,,,,,"[{'screen_name': '_ColeBennett_', 'name': 'Cole Bennett', 'id': '237875746'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",,,,
1494801482268372992,1494801482268372992,2022-02-18 14:30:20 Pacific Standard Time,2022-02-18,14:30:20,-0800,1475491735748825088,mattytopia444,matty b,,kanye ain’t do nun wrong,in,[],[],[],0,0,0,[],[],https://twitter.com/mattytopia444/status/1494801482268372992,False,,0,,,,,,,,[],,,,
1494801480728989700,1494801480728989700,2022-02-18 14:30:19 Pacific Standard Time,2022-02-18,14:30:19,-0800,2764457312,ericshaune,Eric Shaune,,"Did I just impulse buy a stem player after I watched the Kanye doc absolutely, will I regret it absolutely not",en,[],[],[],0,0,0,[],[],https://twitter.com/Ericshaune/status/1494801480728989700,False,,0,,,,,,,,[],,,,
1494801480439799817,1494801480439799817,2022-02-18 14:30:19 Pacific Standard Time,2022-02-18,14:30:19,-0800,1061720342677385216,anthonyc_music1,Anthony C,,Can I be on DONDA 2? @kanyewest,en,"[{'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",[],[],0,0,0,[],[],https://twitter.com/AnthonyC_Music1/status/1494801480439799817,False,,0,,,,,,,,[],,,,
1494801478875238403,1494801478875238403,2022-02-18 14:30:19 Pacific Standard Time,2022-02-18,14:30:19,-0800,198451903,indian_thriller,Jeetesh Luhar,,#NowWatching   #JeenYuhs   @kanyewest @NetflixUK  https://t.co/JAl8QcRNSE,und,"[{'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'netflixuk', 'name': 'netflix uk & ireland', 'id': '231183280'}]",[],['https://pbs.twimg.com/tweet_video_thumb/FL6aBNHWUAAnjhA.jpg'],0,0,0,"['nowwatching', 'jeenyuhs']",[],https://twitter.com/Indian_Thriller/status/1494801478875238403,False,,1,https://pbs.twimg.com/tweet_video_thumb/FL6aBNHWUAAnjhA.jpg,,,,,,,[],,,,
1494801474135764999,1494801474135764999,2022-02-18 14:30:18 Pacific Standard Time,2022-02-18,14:30:18,-0800,123053456,marvantmore,Marvin,,Corey Gamble checking his phone rn after Kanye exposed him  https://t.co/7TIU0SExdj,en,[],[],[],0,0,0,[],[],https://twitter.com/MarvAntMore/status/1494801474135764999,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494801446348496900/pu/img/OFrpC_ASbhGCDy-q.jpg,,,,,,,[],,,,
1494801471967305728,1494801471967305728,2022-02-18 14:30:17 Pacific Standard Time,2022-02-18,14:30:17,-0800,1215491558759436288,visuals_aguiar,نسر,,comentarios cancerigenos por favor páginas de fofoca não falem mais do kanye,pt,[],[],[],0,0,0,[],[],https://twitter.com/visuals_aguiar/status/1494801471967305728,False,https://twitter.com/tracklist/status/1494643143966396447,0,,,,,,,,[],,,,
1494801463691862016,1494801463691862016,2022-02-18 14:30:15 Pacific Standard Time,2022-02-18,14:30:15,-0800,1111758517478789121,altinasadiku,Altina,,Hini kqyrne qa ka qit Kanye ninsta 😭,in,[],[],[],0,0,0,[],[],https://twitter.com/altinasadiku/status/1494801463691862016,False,,0,,,,,,,,[],,,,
1494801462811049984,1494801462811049984,2022-02-18 14:30:15 Pacific Standard Time,2022-02-18,14:30:15,-0800,360876742,wes_herbert,Magic Bird,,Kanye old news. Bring in the new guys,en,[],[],[],0,0,0,[],[],https://twitter.com/wes_herbert/status/1494801462811049984,False,https://twitter.com/raptalksk/status/1494765017488572416,0,,,,,,,,[],,,,
1494801456003698696,1494801456003698696,2022-02-18 14:30:13 Pacific Standard Time,2022-02-18,14:30:13,-0800,962871465333936128,bigfijiii,Diallo,,Kanye too,ht,[],[],[],0,0,0,[],[],https://twitter.com/bigfijiii/status/1494801456003698696,False,https://twitter.com/cheamane/status/1494758932266508293,0,,,,,,,,[],,,,
1494801444163125248,1494058961049460742,2022-02-18 14:30:11 Pacific Standard Time,2022-02-18,14:30:11,-0800,1287716769352777734,gold_ranga,⚡️J ⚡️,,@thehornestvocal @chartdata @sanbenito @taylorswift13 @theweeknd @Eminem @Drake @BTS_twt @edsheeran @justinbieber @kanyewest Why do you keep writing negative things about black artists and experiences? Your entire page is stamps on black artists and creatives.,en,[],[],[],0,0,0,[],[],https://twitter.com/Gold_Ranga/status/1494801444163125248,False,,0,,,,,,,,"[{'screen_name': 'thehornestvocal', 'name': 'Honest Vocal Coach #WeLoveYouJesy', 'id': '1292268003267088384'}, {'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",,,,
1494801440916844550,1494792989096525832,2022-02-18 14:30:10 Pacific Standard Time,2022-02-18,14:30:10,-0800,4213438192,idkmela,melany🌊,,Esibizione dì Kanye,it,[],[],[],0,0,0,[],[],https://twitter.com/idkmela/status/1494801440916844550,False,,0,,,,,,,,[],,,,
1494801429063774208,1494801429063774208,2022-02-18 14:30:07 Pacific Standard Time,2022-02-18,14:30:07,-0800,327538196,rcg2_,Himmy Sosa,,one thing bout kanye is he gonna shake the room,en,[],[],[],0,0,0,[],[],https://twitter.com/rcg2_/status/1494801429063774208,False,,0,,,,,,,,[],,,,
1494801426924679177,1494801426924679177,2022-02-18 14:30:06 Pacific Standard Time,2022-02-18,14:30:06,-0800,865884431076044801,styleupnow2017,Styleupnow,,Post Edited: Kanye West Reportedly Information Criminal Paperwork To Offer protection to His Marital Belongings After Kim Kardashian Information For Unmarried Standing  https://t.co/p6Rmx2f2Ru,en,[],['https://mypressnews.com/kanye-west-reportedly-information-criminal-paperwork-to-offer-protection-to-his-marital-belongings-after-kim-kardashian-information-for-unmarried-standing/'],[],0,0,0,[],[],https://twitter.com/StyleUpNow2017/status/1494801426924679177,False,,0,,,,,,,,[],,,,
1494801424420638726,1494801424420638726,2022-02-18 14:30:06 Pacific Standard Time,2022-02-18,14:30:06,-0800,2886323433,psychodelixate,𝙹𝚎𝚜𝚜,,"i think kanye’s story is pretty tragic. i can’t even imagine what his reality is like, i wish he would accept the help he so needs //:",en,[],[],[],0,0,0,[],[],https://twitter.com/psychodelixate/status/1494801424420638726,False,,0,,,,,,,,[],,,,
1494801414786273294,1494801414786273294,2022-02-18 14:30:04 Pacific Standard Time,2022-02-18,14:30:04,-0800,896551027939450880,rpmatiussi,Rosas,,Foda-se Kanye West  Este fudido já deu o que tinha que dar,pt,[],[],[],0,0,0,[],[],https://twitter.com/RPMatiussi/status/1494801414786273294,False,,0,,,,,,,,[],,,,
1494801413523836928,1494801413523836928,2022-02-18 14:30:03 Pacific Standard Time,2022-02-18,14:30:03,-0800,2799208503,_juliancarter,C//\\RTEL⚡️,,"It’s crazy watching this Kanye doc, &amp;then getting on the internet seeing ‘22 ye. lol",en,[],[],[],0,0,0,[],[],https://twitter.com/_JulianCarter/status/1494801413523836928,False,,0,,,,,,,,[],,,,
1494801410206142470,1494801410206142470,2022-02-18 14:30:02 Pacific Standard Time,2022-02-18,14:30:02,-0800,1055709176712884224,nsfwcelebscom,NSFW Celebs,,The vision Kanye must have in his head every time he talks about not giving Kim up...  https://t.co/ljmrAaLIQS  https://t.co/zceezTn0e1,en,[],['https://bit.ly/36pgCx8'],['https://pbs.twimg.com/media/FL6Zw1AXMAM2X9x.jpg'],0,0,0,[],[],https://twitter.com/NSFWCelebsCom/status/1494801410206142470,False,,1,https://pbs.twimg.com/media/FL6Zw1AXMAM2X9x.jpg,,,,,,,[],,,,
1494801409010774018,1494801409010774018,2022-02-18 14:30:02 Pacific Standard Time,2022-02-18,14:30:02,-0800,1275593244081078272,tandinski,tandi,,Between Kanye Corey and Tristan the kardashians will never date a black man again I’m so serious😭😭😭😭,en,[],[],[],0,0,0,[],[],https://twitter.com/tandinski/status/1494801409010774018,False,,0,,,,,,,,[],,,,
1494801408029249541,1494800048755990530,2022-02-18 14:30:02 Pacific Standard Time,2022-02-18,14:30:02,-0800,1335419082682884097,viniwash3r3,Vini 🏳️‍⚧️ is obsessed with DC,,"@icarusignorance Tbf i think this album might drop. I don’t think Kanye is putting in as much effort to make as good of a project as he did for Donda considering, again, its dropping only half a year later",en,[],[],[],0,0,0,[],[],https://twitter.com/ViniWasH3r3/status/1494801408029249541,False,,0,,,,,,,,"[{'screen_name': 'icarusignorance', 'name': 'Hayden', 'id': '887748295015227392'}]",,,,
1494801406456475648,1494801406456475648,2022-02-18 14:30:02 Pacific Standard Time,2022-02-18,14:30:02,-0800,1178656461842460672,tularosaax,ً,,kanye??,in,[],[],[],0,0,0,[],[],https://twitter.com/tularosaax/status/1494801406456475648,False,,0,,,,,,,,[],,,,
1494801400861118466,1494801400861118466,2022-02-18 14:30:00 Pacific Standard Time,2022-02-18,14:30:00,-0800,15319698,hiphopdx,HipHopDX,,Kanye West legally objects to Kim Kardashian's single status declaration  ⏩ STORY:  https://t.co/b2ir3Rjy8W  https://t.co/9pIewPMRid,en,[],['https://hhdx.co/3ByTGXD'],['https://pbs.twimg.com/media/FL6HL9YVQAIRMRi.jpg'],0,2,4,[],[],https://twitter.com/HipHopDX/status/1494801400861118466,False,,1,https://pbs.twimg.com/media/FL6HL9YVQAIRMRi.jpg,,,,,,,[],,,,
1494801400651558920,1494801400651558920,2022-02-18 14:30:00 Pacific Standard Time,2022-02-18,14:30:00,-0800,61610374,yang__renee,Candace,,Watched the first episode of Kanye’s documentary jeen-yuhs. He was hungry for that shit and grinding hard &amp; not accepting NO!,en,[],[],[],0,0,0,[],[],https://twitter.com/yang__renee/status/1494801400651558920,False,,0,,,,,,,,[],,,,
1494801398873088002,1494801398873088002,2022-02-18 14:30:00 Pacific Standard Time,2022-02-18,14:30:00,-0800,1291136743920381952,tonalddrumpcfg,Tonald Drump,,"Kanye said ""Kanye rakes the covid vaccine"".",en,[],[],[],0,0,0,[],[],https://twitter.com/TonaldDrumpCFG/status/1494801398873088002,False,,0,,,,,,,,[],,,,
1494801391960801283,1494801391960801283,2022-02-18 14:29:58 Pacific Standard Time,2022-02-18,14:29:58,-0800,947623064585478144,itserickvargass,Erick 🦉,,Kanye dick riding,in,[],[],[],0,0,0,[],[],https://twitter.com/itserickvargass/status/1494801391960801283,False,https://twitter.com/raptalksk/status/1494754795072143365,0,,,,,,,,[],,,,
1494801383995985922,1494801383995985922,2022-02-18 14:29:56 Pacific Standard Time,2022-02-18,14:29:56,-0800,1490393789835395079,whereistega,𝐁𝐨𝐣𝐚𝐜𝐤 𝐇𝐨𝐫𝐬𝐞𝐦𝐚𝐧☆,,kanye west - city of gods,en,[],[],[],0,0,1,[],[],https://twitter.com/whereistega/status/1494801383995985922,False,,0,,,,,,,,[],,,,
1494801376337338368,1494694321337081861,2022-02-18 14:29:54 Pacific Standard Time,2022-02-18,14:29:54,-0800,1362065373848289285,dantony03,DanT○ny¹🚀,,@alejandroo182 @kanyewest jabón Lis / jabón de lavar,es,[],[],[],0,0,0,[],[],https://twitter.com/DanTony03/status/1494801376337338368,False,,0,,,,,,,,"[{'screen_name': 'alejandroo182', 'name': 'skater', 'id': '1354632541815365640'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",,,,
1494801371278757892,1494801371278757892,2022-02-18 14:29:53 Pacific Standard Time,2022-02-18,14:29:53,-0800,1429256228400685056,mobtiee,Mob tie,,Kanye need chill it warp that family done with you leave them alone  https://t.co/YFwR0qpC9O,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FL6Z65uXEAgi2Sv.jpg'],0,0,0,[],[],https://twitter.com/Mobtiee/status/1494801371278757892,False,,1,https://pbs.twimg.com/tweet_video_thumb/FL6Z65uXEAgi2Sv.jpg,,,,,,,[],,,,
1494801371178090509,1494801371178090509,2022-02-18 14:29:53 Pacific Standard Time,2022-02-18,14:29:53,-0800,3174614290,aleaguirr_,Alejandro Aguirre,,La gente que admira a Kanye tienen tres hectáreas de mierda en su cabeza :s,es,[],[],[],0,0,0,[],[],https://twitter.com/aleaguirr_/status/1494801371178090509,False,,0,,,,,,,,[],,,,
1494801363343228937,1494801363343228937,2022-02-18 14:29:51 Pacific Standard Time,2022-02-18,14:29:51,-0800,1425672397999509509,dxtmom,PlutoMoney,,KANYE hilarious bro😂😂😂 ngga said “ we outsideee “ to the scandal,en,[],[],[],0,0,0,[],[],https://twitter.com/dxtmom/status/1494801363343228937,False,,0,,,,,,,,[],,,,
1494801358238765060,1494801358238765060,2022-02-18 14:29:50 Pacific Standard Time,2022-02-18,14:29:50,-0800,47460458,fuckshay,big dawg,,To the point my ass thought Kanye discovered common until I did a lil research,en,[],[],[],0,0,0,[],[],https://twitter.com/fuckshay/status/1494801358238765060,False,https://twitter.com/jesseraxon/status/1494799781251764233,0,,,,,,,,[],,,,
1494801358192582658,1494801358192582658,2022-02-18 14:29:50 Pacific Standard Time,2022-02-18,14:29:50,-0800,924416717182390273,freddycazares1,Freddy,,Kanye’s mom put him on to the biggest producer in Chicago my parents wouldn’t even put me on they car insurance,en,[],[],[],1,0,0,[],[],https://twitter.com/freddycazares1/status/1494801358192582658,False,,0,,,,,,,,[],,,,
1494801358159060994,1494557010960224257,2022-02-18 14:29:50 Pacific Standard Time,2022-02-18,14:29:50,-0800,1489330639702798336,escortlover_nft,Glory,,@shc_187 @kanyewest Ja der liest sich das kurz durch dann verkauft er’s doch nicht,de,[],[],[],0,0,1,[],[],https://twitter.com/escortlover_nft/status/1494801358159060994,False,,0,,,,,,,,"[{'screen_name': 'shc_187', 'name': 'seyringhateclub', 'id': '1295610419428691968'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",,,,
1494801351565615104,1494801351565615104,2022-02-18 14:29:48 Pacific Standard Time,2022-02-18,14:29:48,-0800,1269667820700422144,b1ackarchitect,¯\_(ツ゚)_/¯,,What Kanye doing???   Somebody uploading the album to YT before it even releases   FrostWire sends their regards  https://t.co/zKZWGMEOP4,en,[],[],[],0,0,0,[],[],https://twitter.com/b1ackarchitect/status/1494801351565615104,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494801338034757632/pu/img/78URGMtB5Th3-Hpp.jpg,,,,,,,[],,,,
1494801334427598852,1494801334427598852,2022-02-18 14:29:44 Pacific Standard Time,2022-02-18,14:29:44,-0800,1692460920,j_skinny236,👸🏾,,Kanye on l’a jamais pris au sérieux depuis le début mais en vrai c’est un génie même s’il est dans son monde #JeenYuhs,fr,[],[],[],0,0,0,['jeenyuhs'],[],https://twitter.com/J_skinny236/status/1494801334427598852,False,,0,,,,,,,,[],,,,
1494801323463786496,1494718361435095041,2022-02-18 14:29:42 Pacific Standard Time,2022-02-18,14:29:42,-0800,1386703376209965061,wvwvwwvwvwwv,tommy reynolds,,"@Brett @TrashManGarbage yeah, most things in the media will be to paint Kanye in a negative light. He has called out people like the Trumps, Clintons, Bush's, and NWO multiple times. MSM is not a fan of him haha 😂",en,[],[],[],0,0,0,[],[],https://twitter.com/wvwvwwvwvwwv/status/1494801323463786496,False,,0,,,,,,,,"[{'screen_name': 'Brett', 'name': 'Brett Petersel', 'id': '3032'}, {'screen_name': 'TrashManGarbage', 'name': 'Garbage Boy', 'id': '895169045800124416'}]",,,,
1494801322083823625,1494801322083823625,2022-02-18 14:29:41 Pacific Standard Time,2022-02-18,14:29:41,-0800,543823220,badboitonton,Typisk københavner med fedt job,,"Det er som om, Kanye, fra den ene dag til den anden, pludselig er blevet nice på Instagram.",da,[],[],[],0,0,0,[],[],https://twitter.com/Badboitonton/status/1494801322083823625,False,https://twitter.com/jackharlow/status/1494753145150484484,0,,,,,,,,[],,,,
